"Mineral Name","Mineral Name (plain)","Year First Published"
"Nabalamprophyllite","Nabalamprophyllite","2001"
"Nabaphite","Nabaphite","1981"
"Nabateaite","Nabateaite","2021"
"Nabesite","Nabesite","2000"
"Nabiasite","Nabiasite","1997"
"Nabimusaite","Nabimusaite","2012"
"Nabokoite","Nabokoite","1985"
"Nacaphite","Nacaphite","1979"
"Nacareniobsite-(Ce)","Nacareniobsite-(Ce)","1987"
"Nacrite","Nacrite","1807"
"Nadorite","Nadorite","1870"
"Nafertisite","Nafertisite","1994"
"Nagashimalite","Nagashimalite","1977"
"Nagelschmidtite","Nagelschmidtite","1942"
"Nagyágite","Nagyagite","1845"
"Nahcolite","Nahcolite","1929"
"Nahpoite","Nahpoite","1981"
"Nakauriite","Nakauriite","1976"
"Nakkaalaaqite","Nakkaalaaqite","2020"
"Naldrettite","Naldrettite","2004"
"Nalipoite","Nalipoite","1990"
"Nalivkinite","Nalivkinite","2006"
"Namansilite","Namansilite","1989"
"Nambulite","Nambulite","1971"
"Namibite","Namibite","1981"
"Namuwite","Namuwite","1981"
"Nanlingite","Nanlingite","1976"
"Nanpingite","Nanpingite","1987"
"Nantokite","Nantokite","1867"
"Naquite","Naquite","2010"
"Narsarsukite","Narsarsukite","1901"
"Nashite","Nashite","2011"
"Nasinite","Nasinite","1961"
"Nasledovite","Nasledovite","1958"
"Nasonite","Nasonite","1899"
"Nastrophite","Nastrophite","1980"
"Nataliakulikite","Nataliakulikite","2018"
"Nataliyamalikite","Nataliyamalikite","2016"
"Natalyite","Natalyite","1984"
"Natanite","Natanite","1980"
"Natisite","Natisite","1974"
"Natrite","Natrite","1981"
"Natroalunite","Natroalunite","1902"
"Natroaphthitalite","Natroaphthitalite","2018"
"Natroboltwoodite","Natroboltwoodite","1975"
"Natrochalcite","Natrochalcite","1908"
"Natrodufrénite","Natrodufrenite","1981"
"Natroglaucocerinite","Natroglaucocerinite","1995"
"Natrojarosite","Natrojarosite","1902"
"Natrolemoynite","Natrolemoynite","1996"
"Natrolite","Natrolite","1803"
"Natromarkeyite","Natromarkeyite","2019"
"Natron","Natron","1741"
"Natronambulite","Natronambulite","1981"
"Natroniobite","Natroniobite","1960"
"Natropalermoite","Natropalermoite","2013"
"Natropharmacoalumite","Natropharmacoalumite","2010"
"Natropharmacosiderite","Natropharmacosiderite","1983"
"Natrophilite","Natrophilite","1890"
"Natrophosphate","Natrophosphate","1971"
"Natrosilite","Natrosilite","1974"
"Natrosulfatourea","Natrosulfatourea","2020"
"Natrotantite","Natrotantite","1980"
"Natrotitanite","Natrotitanite","2011"
"Natrouranospinite","Natrouranospinite","1957"
"Natrowalentaite","Natrowalentaite","2018"
"Natroxalate","Natroxalate","1994"
"Natrozippeite","Natrozippeite","1971"
"Naujakasite","Naujakasite","1933"
"Naumannite","Naumannite","1828"
"Navajoite","Navajoite","1954"
"Navrotskyite","Navrotskyite","2019"
"Nazarovite","Nazarovite","2019"
"Nchwaningite","Nchwaningite","1994"
"Nealite","Nealite","1979"
"Nechelyustovite","Nechelyustovite","2006"
"Nefedovite","Nefedovite","1982"
"Negevite","Negevite","2013"
"Neighborite","Neighborite","1961"
"Nekoite","Nekoite","1956"
"Nekrasovite","Nekrasovite","1983"
"Nelenite","Nelenite","1982"
"Neltnerite","Neltnerite","1979"
"Nenadkevichite","Nenadkevichite","1955"
"Neotocite","Neotocite","1849"
"Nepheline","Nepheline","1801"
"Népouite","Nepouite","1907"
"Nepskoeite","Nepskoeite","1996"
"Neptunite","Neptunite","1893"
"Neskevaaraite-Fe","Neskevaaraite-Fe","2002"
"Nesquehonite","Nesquehonite","1890"
"Nestolaite","Nestolaite","2013"
"Neustädtelite","Neustadtelite","1998"
"Nevadaite","Nevadaite","2002"
"Nevskite","Nevskite","1983"
"Newberyite","Newberyite","1879"
"Neyite","Neyite","1968"
"Nežilovite","Nezilovite","1994"
"Niahite","Niahite","1977"
"Niasite","Niasite","2020"
"Nickel","Nickel","1966"
"Nickelaustinite","Nickelaustinite","1985"
"Nickelbischofite","Nickelbischofite","1978"
"Nickelblödite","Nickelblodite","1976"
"Nickelboussingaultite","Nickelboussingaultite","1975"
"Nickelhexahydrite","Nickelhexahydrite","1965"
"Nickeline","Nickeline","1832"
"Nickellotharmeyerite","Nickellotharmeyerite","1999"
"Nickelphosphide","Nickelphosphide","1998"
"Nickelpicromerite","Nickelpicromerite","2012"
"Nickelschneebergite","Nickelschneebergite","1999"
"Nickelskutterudite","Nickelskutterudite","1893"
"Nickeltalmessite","Nickeltalmessite","2008"
"Nickeltsumcorite","Nickeltsumcorite","2013"
"Nickeltyrrellite","Nickeltyrrellite","2019"
"Nickelzippeite","Nickelzippeite","1971"
"Nickenichite","Nickenichite","1992"
"Nickolayite","Nickolayite","2019"
"Nicksobolevite","Nicksobolevite","2012"
"Niedermayrite","Niedermayrite","1997"
"Nielsbohrite","Nielsbohrite","2002"
"Nielsenite","Nielsenite","2004"
"Nierite","Nierite","1994"
"Nifontovite","Nifontovite","1961"
"Niggliite","Niggliite","1936"
"Niigataite","Niigataite","2001"
"Nikischerite","Nikischerite","2001"
"Nikmelnikovite","Nikmelnikovite","2019"
"Niksergievite","Niksergievite","2002"
"Nimite","Nimite","1968"
"Ningyoite","Ningyoite","1959"
"Niningerite","Niningerite","1966"
"Nioboaeschynite-(Ce)","Nioboaeschynite-(Ce)","1960"
"Nioboaeschynite-(Y)","Nioboaeschynite-(Y)","2003"
"Niobocarbide","Niobocarbide","1995"
"Nioboheftetjernite","Nioboheftetjernite","2020"
"Nioboholtite","Nioboholtite","2012"
"Niobokupletskite","Niobokupletskite","1999"
"Niobophyllite","Niobophyllite","1964"
"Niocalite","Niocalite","1956"
"Nipalarsite","Nipalarsite","2018"
"Nisbite","Nisbite","1969"
"Nishanbaevite","Nishanbaevite","2019"
"Nisnite","Nisnite","2009"
"Nissonite","Nissonite","1966"
"Niter","Niter","0"
"Nitratine","Nitratine","1845"
"Nitrobarite","Nitrobarite","1882"
"Nitrocalcite","Nitrocalcite","1783"
"Nitromagnesite","Nitromagnesite","1783"
"Nitscheite","Nitscheite","2021"
"Niveolanite","Niveolanite","2007"
"Nixonite","Nixonite","2019"
"Nizamoffite","Nizamoffite","2012"
"Nobleite","Nobleite","1961"
"Noelbensonite","Noelbensonite","1994"
"Nöggerathite-(Ce)","Noggerathite-(Ce)","2018"
"Nolanite","Nolanite","1957"
"Nollmotzite","Nollmotzite","2018"
"Nolzeite","Nolzeite","2014"
"Nontronite","Nontronite","1827"
"Noonkanbahite","Noonkanbahite","1965"
"Norbergite","Norbergite","1926"
"Nordenskiöldine","Nordenskioldine","1887"
"Nordgauite","Nordgauite","2010"
"Nordite-(Ce)","Nordite-(Ce)","1958"
"Nordite-(La)","Nordite-(La)","1941"
"Nordstrandite","Nordstrandite","1958"
"Nordströmite","Nordstromite","1978"
"Norilskite","Norilskite","2015"
"Normandite","Normandite","1990"
"Norrishite","Norrishite","1989"
"Norsethite","Norsethite","1961"
"Northstarite","Northstarite","2019"
"Northupite","Northupite","1895"
"Nosean","Nosean","1815"
"Nováčekite-I","Novacekite-I","1951"
"Nováčekite-II","Novacekite-II","1951"
"Novákite","Novakite","1959"
"Novgorodovaite","Novgorodovaite","2000"
"Novodneprite","Novodneprite","2002"
"Novograblenovite","Novograblenovite","2017"
"Nowackiite","Nowackiite","1965"
"Nsutite","Nsutite","1962"
"Nuffieldite","Nuffieldite","1967"
"Nukundamite","Nukundamite","1978"
"Nullaginite","Nullaginite","1978"
"Numanoite","Numanoite","2005"
"Nuragheite","Nuragheite","2013"
"Nuwaite","Nuwaite","2013"
"Nybøite","Nyboite","1981"
"Nyerereite","Nyerereite","1963"
"Nyholmite","Nyholmite","2008"
"Oberthürite","Oberthurite","2017"
"Oberwolfachite","Oberwolfachite","2021"
"Obradovicite-KCu","Obradovicite-KCu","1978"
"Obradovicite-NaCu","Obradovicite-NaCu","2011"
"Obradovicite-NaNa","Obradovicite-NaNa","2011"
"O'danielite","Odanielite","1979"
"Odigitriaite","Odigitriaite","2015"
"Odikhinchaite","Odikhinchaite","2020"
"Odinite","Odinite","1988"
"Odintsovite","Odintsovite","1994"
"Oenite","Oenite","1995"
"Offretite","Offretite","1890"
"Oftedalite","Oftedalite","2003"
"Ogdensburgite","Ogdensburgite","1980"
"Ognitite","Ognitite","2019"
"Ohmilite","Ohmilite","1973"
"Ojuelaite","Ojuelaite","1979"
"Okanoganite-(Y)","Okanoganite-(Y)","1979"
"Okayamalite","Okayamalite","1997"
"Okenite","Okenite","1828"
"Okhotskite","Okhotskite","1985"
"Okieite","Okieite","2018"
"Okruschite","Okruschite","2013"
"Oldhamite","Oldhamite","1863"
"Olekminskite","Olekminskite","1989"
"Olenite","Olenite","1985"
"Olgite","Olgite","1979"
"Olivenite","Olivenite","1789"
"Olkhonskite","Olkhonskite","1993"
"Olmiite","Olmiite","2006"
"Olmsteadite","Olmsteadite","1974"
"Olsacherite","Olsacherite","1969"
"Olshanskyite","Olshanskyite","1968"
"Olympite","Olympite","1979"
"Omariniite","Omariniite","2016"
"Omeiite","Omeiite","1978"
"Ominelite","Ominelite","1999"
"Omongwaite","Omongwaite","2003"
"Omphacite","Omphacite","1815"
"Omsite","Omsite","2012"
"Ondrušite","Ondrusite","2008"
"Oneillite","Oneillite","1998"
"Onoratoite","Onoratoite","1967"
"Oosterboschite","Oosterboschite","1970"
"Opal","Opal","0"
"Ophirite","Ophirite","2013"
"Oppenheimerite","Oppenheimerite","2014"
"Orcelite","Orcelite","1959"
"Ordoñezite","Ordonezite","1955"
"Örebroite","Orebroite","1985"
"Oregonite","Oregonite","1959"
"Oreillyite","Oreillyite","2020"
"Organovaite-Mn","Organovaite-Mn","2000"
"Organovaite-Zn","Organovaite-Zn","2001"
"Orickite","Orickite","1978"
"Orientite","Orientite","1921"
"Orishchinite","Orishchinite","2019"
"Orlandiite","Orlandiite","1998"
"Orlovite","Orlovite","2009"
"Orlymanite","Orlymanite","1988"
"Orpiment","Orpiment","0"
"Orschallite","Orschallite","1990"
"Orthobrannerite","Orthobrannerite","1978"
"Orthoclase","Orthoclase","1823"
"Orthocuproplatinum","Orthocuproplatinum","2019"
"Orthojoaquinite-(Ce)","Orthojoaquinite-(Ce)","1979"
"Orthojoaquinite-(La)","Orthojoaquinite-(La)","2000"
"Orthominasragrite","Orthominasragrite","2000"
"Orthopinakiolite","Orthopinakiolite","1960"
"Orthoserpierite","Orthoserpierite","1983"
"Orthowalpurgite","Orthowalpurgite","1994"
"Osakaite","Osakaite","2006"
"Osarizawaite","Osarizawaite","1961"
"Osarsite","Osarsite","1971"
"Osbornite","Osbornite","1870"
"Oscarkempffite","Oscarkempffite","2011"
"Oskarssonite","Oskarssonite","2012"
"Osmium","Osmium","1804"
"Osumilite","Osumilite","1953"
"Osumilite-(Mg)","Osumilite-(Mg)","2011"
"Oswaldpeetersite","Oswaldpeetersite","2000"
"Otavite","Otavite","1906"
"Otjisumeite","Otjisumeite","1978"
"Ottemannite","Ottemannite","1966"
"Ottensite","Ottensite","2006"
"Ottohahnite","Ottohahnite","2015"
"Ottoite","Ottoite","2009"
"Ottrélite","Ottrelite","1842"
"Otwayite","Otwayite","1976"
"Oulankaite","Oulankaite","1990"
"Ourayite","Ourayite","1976"
"Oursinite","Oursinite","1982"
"Ovamboite","Ovamboite","1992"
"Overite","Overite","1940"
"Owensite","Owensite","1993"
"Owyheeite","Owyheeite","1920"
"Oxammite","Oxammite","1870"
"Oxo-magnesio-hastingsite","Oxo-magnesio-hastingsite","2011"
"Oxo-mangani-leakeite","Oxo-mangani-leakeite","2015"
"Oxybismutomicrolite","Oxybismutomicrolite","2019"
"Oxycalciomicrolite","Oxycalciomicrolite","2020"
"Oxycalciopyrochlore","Oxycalciopyrochlore","1977"
"Oxycalcioroméite","Oxycalcioromeite","2012"
"Oxy-chromium-dravite","Oxy-chromium-dravite","2011"
"Oxy-dravite","Oxy-dravite","2012"
"Oxy-foitite","Oxy-foitite","2016"
"Oxykinoshitalite","Oxykinoshitalite","2004"
"Oxynatromicrolite","Oxynatromicrolite","2013"
"Oxyphlogopite","Oxyphlogopite","2009"
"Oxyplumboroméite","Oxyplumboromeite","2013"
"Oxy-schorl","Oxy-schorl","2011"
"Oxystannomicrolite","Oxystannomicrolite","1968"
"Oxystibiomicrolite","Oxystibiomicrolite","1938"
"Oxy-vanadium-dravite","Oxy-vanadium-dravite","1999"
"Oxyvanite","Oxyvanite","2008"
"Oyelite","Oyelite","1980"
"Oyonite","Oyonite","2018"
"Ozerovaite","Ozerovaite","2016"
"Pääkkönenite","Paakkonenite","1980"
"Paarite","Paarite","2001"
"Pabstite","Pabstite","1964"
"Paceite","Paceite","2001"
"Pachnolite","Pachnolite","1863"
"Packratite","Packratite","2014"
"Paddlewheelite","Paddlewheelite","2018"
"Padĕraite","Paderaite","1983"
"Padmaite","Padmaite","1990"
"Paganoite","Paganoite","1999"
"Pahasapaite","Pahasapaite","1983"
"Painite","Painite","1957"
"Pakhomovskyite","Pakhomovskyite","2004"
"Palarstanide","Palarstanide","1976"
"Palenzonaite","Palenzonaite","1986"
"Palermoite","Palermoite","1953"
"Palladinite","Palladinite","1837"
"Palladium","Palladium","1803"
"Palladoarsenide","Palladoarsenide","1973"
"Palladobismutharsenide","Palladobismutharsenide","1975"
"Palladodymite","Palladodymite","1997"
"Palladogermanide","Palladogermanide","2017"
"Palladosilicide","Palladosilicide","2014"
"Palladothallite","Palladothallite","2020"
"Palladseite","Palladseite","1975"
"Palmierite","Palmierite","1907"
"Palygorskite","Palygorskite","1862"
"Pampaloite","Pampaloite","2018"
"Panasqueiraite","Panasqueiraite","1978"
"Pandoraite-Ba","Pandoraite-Ba","2018"
"Pandoraite-Ca","Pandoraite-Ca","2018"
"Panethite","Panethite","1966"
"Panguite","Panguite","2010"
"Panichiite","Panichiite","2008"
"Panskyite","Panskyite","2020"
"Pansnerite","Pansnerite","2017"
"Panunzite","Panunzite","1978"
"Paolovite","Paolovite","1972"
"Papagoite","Papagoite","1960"
"Paqueite","Paqueite","2013"
"Para-alumohydrocalcite","Para-alumohydrocalcite","1976"
"Paraberzeliite","Paraberzeliite","2018"
"Parabrandtite","Parabrandtite","1986"
"Parabutlerite","Parabutlerite","1938"
"Paracelsian","Paracelsian","1905"
"Paracoquimbite","Paracoquimbite","1933"
"Paracostibite","Paracostibite","1969"
"Paradamite","Paradamite","1956"
"Paradocrasite","Paradocrasite","1969"
"Parádsasvárite","Paradsasvarite","2012"
"Paraershovite","Paraershovite","2009"
"Parafiniukite","Parafiniukite","2018"
"Parafransoletite","Parafransoletite","1989"
"Parageorgbokiite","Parageorgbokiite","2006"
"Paragonite","Paragonite","1843"
"Paraguanajuatite","Paraguanajuatite","1948"
"Parahibbingite","Parahibbingite","2020"
"Parahopeite","Parahopeite","1908"
"Parakeldyshite","Parakeldyshite","1975"
"Parakuzmenkoite-Fe","Parakuzmenkoite-Fe","2001"
"Paralabuntsovite-Mg","Paralabuntsovite-Mg","2000"
"Paralaurionite","Paralaurionite","1899"
"Paralstonite","Paralstonite","1978"
"Paramarkeyite","Paramarkeyite","2021"
"Paramelaconite","Paramelaconite","1891"
"Paramendozavilite","Paramendozavilite","1982"
"Paramontroseite","Paramontroseite","1955"
"Paranatisite","Paranatisite","1990"
"Paranatrolite","Paranatrolite","1978"
"Paraniite-(Y)","Paraniite-(Y)","1992"
"Paraotwayite","Paraotwayite","1984"
"Parapierrotite","Parapierrotite","1974"
"Pararaisaite","Pararaisaite","2018"
"Pararammelsbergite","Pararammelsbergite","1940"
"Pararealgar","Pararealgar","1980"
"Pararobertsite","Pararobertsite","1987"
"Pararsenolamprite","Pararsenolamprite","1999"
"Parascandolaite","Parascandolaite","2013"
"Paraschachnerite","Paraschachnerite","1971"
"Paraschoepite","Paraschoepite","1947"
"Parascholzite","Parascholzite","1980"
"Parascorodite","Parascorodite","1996"
"Parasibirskite","Parasibirskite","1996"
"Parasterryite","Parasterryite","2010"
"Parasymplesite","Parasymplesite","1954"
"Paratacamite","Paratacamite","1906"
"Paratacamite-(Mg)","Paratacamite-(Mg)","2013"
"Paratacamite-(Ni)","Paratacamite-(Ni)","2013"
"Paratellurite","Paratellurite","1960"
"Paratimroseite","Paratimroseite","2009"
"Paratobermorite","Paratobermorite","2021"
"Paratooite-(La)","Paratooite-(La)","2005"
"Paratsepinite-Ba","Paratsepinite-Ba","2002"
"Paratsepinite-Na","Paratsepinite-Na","2003"
"Paraumbite","Paraumbite","1982"
"Paravauxite","Paravauxite","1922"
"Paravinogradovite","Paravinogradovite","2002"
"Parawulffite","Parawulffite","2013"
"Pargasite","Pargasite","1815"
"Parisite-(Ce)","Parisite-(Ce)","1845"
"Parisite-(La)","Parisite-(La)","2016"
"Parkerite","Parkerite","1937"
"Parkinsonite","Parkinsonite","1991"
"Parnauite","Parnauite","1978"
"Parsettensite","Parsettensite","1923"
"Parsonsite","Parsonsite","1923"
"Parthéite","Partheite","1978"
"Parwanite","Parwanite","1986"
"Parwelite","Parwelite","1966"
"Pašavaite","Pasavaite","2007"
"Pascoite","Pascoite","1914"
"Paseroite","Paseroite","2011"
"Patrónite","Patronite","1906"
"Pattersonite","Pattersonite","2005"
"Patynite","Patynite","2019"
"Pauflerite","Pauflerite","2005"
"Pauladamsite","Pauladamsite","2015"
"Paulingite-Ca","Paulingite-Ca","1997"
"Paulingite-K","Paulingite-K","1960"
"Paulkellerite","Paulkellerite","1987"
"Paulkerrite","Paulkerrite","1983"
"Paulmooreite","Paulmooreite","1978"
"Pauloabibite","Pauloabibite","2012"
"Paulscherrerite","Paulscherrerite","2008"
"Pautovite","Pautovite","2004"
"Pavlovskyite","Pavlovskyite","2010"
"Pavonite","Pavonite","1954"
"Paxite","Paxite","1961"
"Pearceite","Pearceite","1896"
"Peatite-(Y)","Peatite-(Y)","2009"
"Pecoraite","Pecoraite","1969"
"Pectolite","Pectolite","1828"
"Peisleyite","Peisleyite","1981"
"Pekoite","Pekoite","1975"
"Pekovite","Pekovite","2003"
"Péligotite","Peligotite","2015"
"Pellouxite","Pellouxite","2001"
"Pellyite","Pellyite","1970"
"Penberthycroftite","Penberthycroftite","2015"
"Penfieldite","Penfieldite","1892"
"Penikisite","Penikisite","1976"
"Penkvilksite","Penkvilksite","1973"
"Pennantite","Pennantite","1946"
"Penobsquisite","Penobsquisite","1995"
"Penroseite","Penroseite","1926"
"Pentagonite","Pentagonite","1971"
"Pentahydrite","Pentahydrite","1951"
"Pentahydroborite","Pentahydroborite","1961"
"Pentlandite","Pentlandite","1856"
"Penzhinite","Penzhinite","1982"
"Peprossiite-(Ce)","Peprossiite-(Ce)","1990"
"Perbøeite-(Ce)","Perboeite-(Ce)","2011"
"Perbøeite-(La)","Perboeite-(La)","2019"
"Percleveite-(Ce)","Percleveite-(Ce)","2002"
"Percleveite-(La)","Percleveite-(La)","2019"
"Peretaite","Peretaite","1979"
"Perettiite-(Y)","Perettiite-(Y)","2014"
"Perhamite","Perhamite","1975"
"Periclase","Periclase","1841"
"Perite","Perite","1960"
"Perlialite","Perlialite","1982"
"Perloffite","Perloffite","1976"
"Permingeatite","Permingeatite","1971"
"Perovskite","Perovskite","1839"
"Perraultite","Perraultite","1984"
"Perrierite-(Ce)","Perrierite-(Ce)","1950"
"Perrierite-(La)","Perrierite-(La)","2010"
"Perroudite","Perroudite","1986"
"Perryite","Perryite","1965"
"Pertlikite","Pertlikite","2005"
"Pertsevite-(F)","Pertsevite-(F)","2002"
"Pertsevite-(OH)","Pertsevite-(OH)","2008"
"Petalite","Petalite","1800"
"Petarasite","Petarasite","1979"
"Petedunnite","Petedunnite","1983"
"Peterandresenite","Peterandresenite","2012"
"Peterbaylissite","Peterbaylissite","1993"
"Petersenite-(Ce)","Petersenite-(Ce)","1992"
"Petersite-(Ce)","Petersite-(Ce)","2014"
"Petersite-(La)","Petersite-(La)","2018"
"Petersite-(Y)","Petersite-(Y)","1981"
"Petewilliamsite","Petewilliamsite","2002"
"Petitjeanite","Petitjeanite","1992"
"Petříčekite","Petricekite","2015"
"Petrovicite","Petrovicite","1975"
"Petrovite","Petrovite","2019"
"Petrovskaite","Petrovskaite","1983"
"Petrukite","Petrukite","1985"
"Petscheckite","Petscheckite","1975"
"Petterdite","Petterdite","1999"
"Petzite","Petzite","1845"
"Pezzottaite","Pezzottaite","2003"
"Pharmacoalumite","Pharmacoalumite","1980"
"Pharmacolite","Pharmacolite","1800"
"Pharmacosiderite","Pharmacosiderite","1813"
"Pharmazincite","Pharmazincite","2014"
"Phaunouxite","Phaunouxite","1980"
"Phenakite","Phenakite","1833"
"Philipsbornite","Philipsbornite","1981"
"Philipsburgite","Philipsburgite","1984"
"Phillipsite-Ca","Phillipsite-Ca","1997"
"Phillipsite-K","Phillipsite-K","1997"
"Phillipsite-Na","Phillipsite-Na","1825"
